Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca A*,custo_c4,heuristica_euclidiana,201,83,32,"[(17, 0), (17, 1), (17, 2), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (17, 8), (17, 9), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,207,63,22,"[(17, 0), (17, 1), (17, 2), (17, 3), (17, 4), (17, 5), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,510,1847,1840,"[(3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (29, 28), (30, 28), (30, 27), (30, 26), (30, 25), (30, 24), (30, 23), (30, 22), (30, 21), (30, 20), (30, 19), (30, 18), (30, 17), (30, 16), (30, 15), (30, 14), (30, 13), (30, 12), (30, 11), (30, 10), (30, 9), (30, 8), (30, 7), (30, 6), (30, 5), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,510,1589,1523,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,510,202,76,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,645,1850,1844,"[(3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (29, 28), (30, 28), (30, 27), (30, 26), (30, 25), (30, 24), (30, 23), (30, 22), (30, 21), (30, 20), (30, 19), (30, 18), (30, 17), (30, 16), (30, 15), (30, 14), (30, 13), (30, 12), (30, 11), (30, 10), (30, 9), (30, 8), (30, 7), (30, 6), (30, 5), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,655,1820,1759,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (18, 6), (19, 6), (20, 6), (21, 6), (22, 6), (23, 6), (24, 6), (25, 6), (26, 6), (27, 6), (28, 6), (29, 6), (30, 6), (30, 5), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,645,1744,1095,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,573,1847,1840,"[(3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (29, 28), (30, 28), (30, 27), (30, 26), (30, 25), (30, 24), (30, 23), (30, 22), (30, 21), (30, 20), (30, 19), (30, 18), (30, 17), (30, 16), (30, 15), (30, 14), (30, 13), (30, 12), (30, 11), (30, 10), (30, 9), (30, 8), (30, 7), (30, 6), (30, 5), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,579,1791,1710,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,585,1656,1457,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (29, 8), (29, 7), (29, 6), (29, 5), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,506,1846,1835,"[(3, 28), (4, 28), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (22, 27), (23, 27), (23, 28), (24, 28), (25, 28), (26, 28), (27, 28), (28, 28), (29, 28), (30, 28), (30, 27), (30, 26), (30, 25), (30, 24), (30, 23), (30, 22), (30, 21), (30, 20), (30, 19), (30, 18), (30, 17), (30, 16), (30, 15), (30, 14), (30, 13), (30, 12), (30, 11), (30, 10), (30, 9), (30, 8), (30, 7), (30, 6), (30, 5), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,467,1371,1214,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (3, 22), (4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (8, 21), (9, 21), (9, 20), (9, 19), (9, 18), (9, 17), (9, 16), (9, 15), (9, 14), (10, 14), (11, 14), (12, 14), (12, 13), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (14, 7), (14, 6), (15, 6), (16, 6), (16, 5), (17, 5), (18, 5), (19, 5), (20, 5), (21, 5), (22, 5), (23, 5), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,461,161,55,"[(3, 28), (3, 27), (3, 26), (3, 25), (3, 24), (3, 23), (4, 23), (4, 22), (5, 22), (5, 21), (6, 21), (6, 20), (7, 20), (7, 19), (8, 19), (8, 18), (8, 17), (8, 16), (8, 15), (8, 14), (8, 13), (9, 13), (9, 12), (10, 12), (10, 11), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (12, 5), (12, 4), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (18, 4), (19, 4), (20, 4), (21, 4), (22, 4), (23, 4), (24, 4), (25, 4), (26, 4), (27, 4), (28, 4), (29, 4), (30, 4)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,270,1353,1296,"[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,270,536,470,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,270,114,44,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,325,1223,1175,"[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,325,653,548,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,325,411,190,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,297,1265,1211,"[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (15, 21), (15, 20), (15, 19), (15, 18), (15, 17), (15, 16), (15, 15), (15, 14), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,299,626,530,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,300,438,270,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (14, 7), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,270,1339,1271,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,241,360,257,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (5, 16), (5, 15), (6, 15), (6, 14), (7, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (9, 8), (10, 8), (11, 8), (11, 7), (12, 7), (13, 7), (14, 7), (15, 7), (15, 6)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,231,82,28,"[(4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (5, 17), (5, 16), (6, 16), (6, 15), (7, 15), (7, 14), (8, 14), (8, 13), (9, 13), (9, 12), (9, 11), (9, 10), (9, 9), (9, 8), (9, 7), (10, 7), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,290,1681,1644,"[(23, 15), (23, 16), (23, 17), (23, 18), (23, 19), (23, 20), (23, 21), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,290,433,371,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,290,82,30,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,405,1747,1716,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,410,1030,907,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,410,688,593,"[(23, 15), (22, 15), (21, 15), (21, 16), (20, 16), (19, 16), (18, 16), (17, 16), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,341,1739,1705,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,341,700,599,"[(23, 15), (23, 16), (23, 17), (23, 18), (23, 19), (23, 20), (23, 21), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,344,447,291,"[(23, 15), (23, 16), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (18, 17), (17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (5, 18), (4, 18), (3, 18), (2, 18), (2, 19), (2, 20), (2, 21), (1, 21), (0, 21)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,288,1715,1679,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (8, 15), (7, 15), (6, 15), (5, 15), (4, 15), (4, 14), (3, 14), (3, 15), (2, 15), (1, 15), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,271,408,271,"[(23, 15), (22, 15), (21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (5, 17), (4, 17), (3, 17), (3, 18), (2, 18), (1, 18), (0, 18), (0, 19), (0, 20), (0, 21)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,266,115,50,"[(23, 15), (23, 16), (23, 17), (23, 18), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (13, 20), (12, 20), (11, 20), (10, 20), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,280,1285,1226,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (28, 18), (28, 17), (28, 16), (28, 15), (28, 14), (28, 13), (27, 13), (26, 13), (25, 13), (24, 13), (23, 13), (22, 13), (21, 13), (20, 13), (19, 13), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,280,515,455,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (28, 18), (28, 17), (28, 16), (28, 15), (28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,280,85,29,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (10, 15), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,370,1272,1224,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (10, 15), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,375,811,730,"[(28, 23), (27, 23), (26, 23), (26, 22), (25, 22), (24, 22), (23, 22), (23, 21), (23, 20), (23, 19), (23, 18), (22, 18), (22, 17), (21, 17), (21, 16), (20, 16), (20, 15), (19, 15), (19, 14), (18, 14), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,370,386,242,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (28, 18), (28, 17), (28, 16), (28, 15), (28, 14), (28, 13), (27, 13), (26, 13), (25, 13), (24, 13), (23, 13), (22, 13), (21, 13), (20, 13), (19, 13), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,319,1239,1186,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (10, 15), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,316,656,569,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (13, 22), (13, 21), (13, 20), (13, 19), (13, 18), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,318,409,240,"[(28, 23), (28, 22), (28, 21), (27, 21), (26, 21), (25, 21), (24, 21), (23, 21), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (21, 16), (20, 16), (19, 16), (18, 16), (18, 15), (18, 14), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,271,1232,1163,"[(28, 23), (27, 23), (26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (10, 21), (10, 20), (10, 19), (10, 18), (10, 17), (10, 16), (10, 15), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,247,389,268,"[(28, 23), (28, 22), (28, 21), (27, 21), (26, 21), (25, 21), (24, 21), (23, 21), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (13, 17), (13, 16), (12, 16), (12, 15), (11, 15), (10, 15), (10, 14), (10, 13)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,243,88,30,"[(28, 23), (28, 22), (28, 21), (28, 20), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (18, 18), (18, 17), (18, 16), (18, 15), (18, 14), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,150,351,316,"[(2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (11, 28), (11, 27), (11, 26), (11, 25), (11, 24), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,150,162,135,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,150,58,22,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,195,393,356,"[(2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (11, 28), (11, 27), (11, 26), (11, 25), (11, 24), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,195,206,168,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,195,146,73,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,168,338,304,"[(2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (8, 29), (9, 29), (10, 29), (11, 29), (11, 28), (11, 27), (11, 26), (11, 25), (11, 24), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,168,171,137,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,168,98,43,"[(2, 29), (2, 28), (2, 27), (2, 26), (2, 25), (2, 24), (2, 23), (3, 23), (4, 23), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23)]",resultados_experimento_2.csv
