Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca A*,custo_c3,heuristica_euclidiana,244,416,331,"[(18, 9), (17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,243,218,106,"[(18, 9), (18, 10), (18, 11), (17, 11), (16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (4, 14), (4, 15), (3, 15)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,195,1318,1220,"[(18, 9), (17, 9), (16, 9), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,187,259,167,"[(18, 9), (18, 10), (17, 10), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (3, 15)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,190,91,42,"[(18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (4, 15), (3, 15)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,70,160,127,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,70,128,97,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,70,151,116,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,70,176,137,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,70,22,8,"[(2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (2, 19), (2, 20)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,160,509,464,"[(2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (11, 24), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,160,201,163,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,160,63,24,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,205,538,492,"[(2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (11, 24), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,205,279,218,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,205,173,81,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,178,487,444,"[(2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (11, 24), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,177,221,172,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,177,111,48,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,139,469,425,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (3, 18), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,137,105,51,"[(2, 25), (2, 24), (2, 23), (2, 22), (3, 22), (4, 22), (5, 22), (6, 22), (7, 22), (7, 21), (8, 21), (8, 20), (9, 20), (10, 20), (10, 19), (11, 19), (11, 18)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,136,49,17,"[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (3, 20), (3, 19), (4, 19), (4, 18), (5, 18), (6, 18), (7, 18), (8, 18), (9, 18), (10, 18), (11, 18)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,100,422,347,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,100,75,51,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (20, 9), (19, 9), (18, 9), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,100,31,11,"[(21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (17, 13), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,120,415,339,"[(21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (17, 13), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,120,100,62,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,120,43,17,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,108,416,326,"[(21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (17, 13), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,111,93,60,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (20, 9), (19, 9), (18, 9), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,108,46,19,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,86,396,306,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,85,41,18,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (20, 10), (19, 10), (18, 10), (18, 9), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,90,31,11,"[(21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (20, 10), (19, 10), (18, 10), (17, 10), (17, 9), (17, 8)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,100,218,188,"[(27, 28), (27, 29), (27, 30), (26, 30), (25, 30), (24, 30), (23, 30), (22, 30), (21, 30), (20, 30), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,100,56,34,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,100,31,11,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,140,272,239,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,145,105,80,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,145,76,56,"[(27, 28), (26, 28), (25, 28), (25, 29), (24, 29), (23, 29), (22, 29), (21, 29), (20, 29), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,118,249,211,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,118,83,61,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,120,27,13,"[(27, 28), (27, 29), (27, 30), (26, 30), (25, 30), (24, 30), (23, 30), (22, 30), (21, 30), (20, 30), (19, 30)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,104,213,180,"[(27, 28), (26, 28), (25, 28), (24, 28), (23, 28), (22, 28), (21, 28), (20, 28), (19, 28), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,91,44,17,"[(27, 28), (27, 29), (26, 29), (25, 29), (24, 29), (23, 29), (22, 29), (21, 29), (20, 29), (19, 29), (19, 30)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,88,23,11,"[(27, 28), (27, 29), (27, 30), (26, 30), (25, 30), (24, 30), (23, 30), (22, 30), (21, 30), (20, 30), (19, 30)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,170,700,640,"[(15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 28), (26, 27), (26, 26), (26, 25), (26, 24), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,170,197,167,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,170,64,24,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,225,798,722,"[(15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 28), (26, 27), (26, 26), (26, 25), (26, 24), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,225,280,227,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,225,193,104,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,197,706,622,"[(15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 28), (26, 27), (26, 26), (26, 25), (26, 24), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,191,211,167,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,191,127,58,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,161,640,574,"[(15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 28), (26, 27), (26, 26), (26, 25), (26, 24), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,149,142,77,"[(15, 29), (15, 28), (15, 27), (15, 26), (16, 26), (17, 26), (18, 26), (19, 26), (19, 25), (20, 25), (21, 25), (21, 24), (22, 24), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,148,52,18,"[(15, 29), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (16, 24), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (21, 23), (22, 23), (23, 23), (24, 23), (25, 23), (26, 23)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,260,1256,1197,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,260,460,409,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (6, 17), (5, 17), (4, 17), (3, 17), (2, 17), (1, 17), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,260,67,27,"[(14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (4, 28), (3, 28), (2, 28), (1, 28), (0, 28), (0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (0, 18), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,330,1437,1378,"[(14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (4, 28), (3, 28), (2, 28), (1, 28), (0, 28), (0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (0, 18), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,335,638,563,"[(14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (9, 26), (9, 25), (9, 24), (9, 23), (9, 22), (9, 21), (9, 20), (9, 19), (8, 19), (8, 18), (7, 18), (7, 17), (6, 17), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,330,293,168,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (0, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,293,1350,1283,"[(14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (8, 28), (7, 28), (6, 28), (5, 28), (4, 28), (3, 28), (2, 28), (1, 28), (0, 28), (0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (0, 18), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,290,550,482,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (4, 22), (3, 22), (3, 21), (3, 20), (3, 19), (2, 19), (1, 19), (0, 19), (0, 18), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,317,378,204,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (1, 17), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,257,1192,1137,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (2, 16), (1, 16), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,222,289,195,"[(14, 28), (14, 27), (14, 26), (14, 25), (13, 25), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (3, 23), (3, 22), (3, 21), (3, 20), (3, 19), (2, 19), (2, 18), (1, 18), (1, 17), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,220,80,28,"[(14, 28), (14, 27), (14, 26), (14, 25), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (3, 18), (2, 18), (1, 18), (0, 18), (0, 17), (0, 16)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,300,1139,1081,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (27, 3), (26, 3), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,300,270,211,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (26, 4), (25, 4), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,300,87,31,"[(27, 30), (26, 30), (25, 30), (24, 30), (24, 29), (24, 28), (24, 27), (24, 26), (24, 25), (24, 24), (24, 23), (24, 22), (24, 21), (24, 20), (24, 19), (24, 18), (24, 17), (24, 16), (24, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (24, 9), (24, 8), (24, 7), (24, 6), (24, 5), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,315,895,838,"[(27, 30), (26, 30), (25, 30), (24, 30), (24, 29), (24, 28), (24, 27), (24, 26), (24, 25), (24, 24), (24, 23), (24, 22), (24, 21), (24, 20), (24, 19), (24, 18), (24, 17), (24, 16), (24, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (24, 9), (24, 8), (24, 7), (24, 6), (24, 5), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,320,282,136,"[(27, 30), (26, 30), (25, 30), (25, 29), (25, 28), (25, 27), (25, 26), (25, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (25, 18), (25, 17), (25, 16), (25, 15), (25, 14), (25, 13), (25, 12), (25, 11), (25, 10), (25, 9), (25, 8), (25, 7), (25, 6), (25, 5), (25, 4), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,315,143,58,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (27, 3), (26, 3), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,306,1021,958,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (27, 3), (26, 3), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,304,273,151,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (26, 10), (26, 9), (26, 8), (26, 7), (26, 6), (26, 5), (25, 5), (24, 5), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,306,192,102,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (27, 3), (26, 3), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,309,1232,1157,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (27, 15), (27, 14), (27, 13), (27, 12), (27, 11), (27, 10), (27, 9), (27, 8), (27, 7), (27, 6), (27, 5), (27, 4), (27, 3), (26, 3), (25, 3), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,277,158,69,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (27, 25), (27, 24), (27, 23), (27, 22), (27, 21), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14), (26, 13), (26, 12), (26, 11), (25, 11), (25, 10), (24, 10), (24, 9), (24, 8), (24, 7), (24, 6), (24, 5), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,294,90,31,"[(27, 30), (27, 29), (27, 28), (27, 27), (27, 26), (26, 26), (25, 26), (24, 26), (24, 25), (24, 24), (24, 23), (24, 22), (24, 21), (24, 20), (24, 19), (24, 18), (24, 17), (24, 16), (24, 15), (24, 14), (24, 13), (24, 12), (24, 11), (24, 10), (24, 9), (24, 8), (24, 7), (24, 6), (24, 5), (24, 4), (24, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,190,683,628,"[(22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (21, 25), (20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25)]",resultados_experimento_2.csv
